ts_code,name,weight
01171.HK,兖矿能源,0.14376142
01070.HK,TCL电子,0.13963031
00857.HK,中国石油股份,0.12992792
01898.HK,中煤能源,0.12938947
02338.HK,潍柴动力,0.12548078
02883.HK,中海油田服务,0.12177641
00883.HK,中国海洋石油,0.11999644
01428.HK,耀才证券金融,0.10060903
