date,portfolio_return,gross_return,net_return,trading_cost,eligible_count,candidate_family,market_risk_off,risk_stage,market_momentum,cash_weight_target,cash_after_trade,selected_count,buy_candidate_count,keep_candidate_count,weekly_overlay_trade_count,weekly_overlay_trading_cost,weekly_overlay_avg_one_way_turnover
2017-01-20,0.02910870,0.02940861,0.02910870,0.00029991,326,biweekly_rebalance_aggressive,False,risk_on,0.25561570,0.00000000,0.00000000,4,4,25,0,0.00000000,0.00000000
2017-02-03,0.01393340,0.01452903,0.01393340,0.00061296,326,biweekly_rebalance_aggressive,False,risk_on,0.30952476,0.00000000,0.00000000,6,10,32,0,0.00000000,0.00000000
2017-02-17,0.04239940,0.04288813,0.04239940,0.00050996,326,biweekly_rebalance_aggressive,False,risk_on,0.36262039,0.00000000,0.00000000,6,6,29,0,0.00000000,0.00000000
2017-03-03,0.00882961,0.00935232,0.00882961,0.00056854,326,biweekly_rebalance_aggressive,False,risk_on,0.34770952,0.00000000,-0.00066730,6,9,31,0,0.00000000,0.00000000
2017-03-17,0.02691325,0.02732157,0.02691325,0.00044805,325,biweekly_rebalance_aggressive,False,risk_on,0.30727582,0.00000000,0.00000000,6,3,29,0,0.00000000,0.00000000
2017-03-31,-0.04431408,-0.04381845,-0.04431408,0.00055849,326,biweekly_rebalance_aggressive,False,risk_on,0.32205852,0.00000000,0.00000000,6,8,31,0,0.00000000,0.00000000
2017-04-13,0.05746322,0.05771448,0.05746322,0.00027058,326,biweekly_rebalance_aggressive,False,risk_on,0.31998239,0.00000000,-0.00000000,6,3,30,0,0.00000000,0.00000000
2017-04-28,-0.03286825,-0.03245148,-0.03286825,0.00047461,326,biweekly_rebalance_aggressive,False,risk_on,0.30971699,0.00000000,0.00000000,6,14,35,0,0.00000000,0.00000000
2017-05-12,-0.01326320,-0.01274464,-0.01326320,0.00057110,326,biweekly_rebalance_aggressive,False,risk_on,0.32400030,0.00000000,0.00000000,6,9,33,0,0.00000000,0.00000000
2017-05-26,0.02564742,0.02624818,0.02564742,0.00065286,326,biweekly_rebalance_aggressive,False,risk_on,0.41133012,0.00000000,0.00000000,6,12,41,0,0.00000000,0.00000000
2017-06-09,0.01175906,0.01224610,0.01175906,0.00054286,326,biweekly_rebalance_aggressive,False,risk_on,0.35541027,0.00000000,0.00000000,6,16,43,0,0.00000000,0.00000000
2017-06-23,-0.00105625,-0.00067086,-0.00105625,0.00043461,329,biweekly_rebalance_aggressive,False,risk_on,0.30390091,0.00000000,0.00120741,6,17,43,0,0.00000000,0.00000000
2017-07-07,0.02457257,0.02487135,0.02457257,0.00033659,329,biweekly_rebalance_aggressive,False,risk_on,0.35142594,0.00000000,-0.00238887,6,16,41,0,0.00000000,0.00000000
2017-07-21,0.07687266,0.07737100,0.07687266,0.00057518,329,biweekly_rebalance_aggressive,False,risk_on,0.35244216,0.00000000,-0.01102677,6,15,42,0,0.00000000,0.00000000
2017-08-04,-0.00811997,-0.00771089,-0.00811997,0.00050845,332,biweekly_rebalance_aggressive,False,risk_on,0.30181183,0.00000000,0.00863417,6,16,47,0,0.00000000,0.00000000
2017-08-18,-0.04980025,-0.04920092,-0.04980025,0.00073888,332,biweekly_rebalance_aggressive,False,risk_on,0.31047887,0.00000000,0.00000000,6,12,44,0,0.00000000,0.00000000
2017-09-01,0.04450522,0.04510639,0.04450522,0.00070424,332,biweekly_rebalance_aggressive,False,risk_on,0.30943706,0.00000000,0.00000000,6,8,37,0,0.00000000,0.00000000
2017-09-15,0.00242174,0.00301629,0.00242174,0.00072747,333,biweekly_rebalance_aggressive,False,risk_on,0.30368462,0.00000000,0.00000000,6,19,47,0,0.00000000,0.00000000
2017-09-29,-0.03437651,-0.03377571,-0.03437651,0.00073690,333,biweekly_rebalance_aggressive,False,risk_on,0.26936997,0.00000000,0.00000000,6,18,40,0,0.00000000,0.00000000
2017-10-13,0.05459571,0.05500446,0.05459571,0.00048412,333,biweekly_rebalance_aggressive,False,risk_on,0.31635266,0.00000000,0.01034302,6,5,38,0,0.00000000,0.00000000
2017-10-27,-0.03825237,-0.03765078,-0.03825237,0.00075140,334,biweekly_rebalance_aggressive,False,risk_on,0.32947371,0.00000000,0.00000000,6,7,39,0,0.00000000,0.00000000
2017-11-10,0.08164178,0.08203813,0.08164178,0.00047612,335,biweekly_rebalance_aggressive,False,risk_on,0.33396074,0.00000000,0.01071533,6,9,36,0,0.00000000,0.00000000
2017-11-24,-0.01869772,-0.01820933,-0.01869772,0.00063459,339,biweekly_rebalance_aggressive,False,risk_on,0.38439964,0.00000000,0.00000000,6,12,38,0,0.00000000,0.00000000
2017-12-08,-0.04551205,-0.04492180,-0.04551205,0.00075259,339,biweekly_rebalance_aggressive,False,risk_on,0.35796928,0.00000000,0.00000000,6,8,40,0,0.00000000,0.00000000
2017-12-22,0.08774750,0.08836779,0.08774750,0.00075490,340,biweekly_rebalance_aggressive,False,risk_on,0.38171317,0.00000000,0.00000000,6,7,40,0,0.00000000,0.00000000
2018-01-05,0.11494504,0.11544590,0.11494504,0.00066304,341,biweekly_rebalance_aggressive,False,risk_on,0.45884755,0.00000000,0.00000000,6,17,45,0,0.00000000,0.00000000
2018-01-19,-0.00932127,-0.00893299,-0.00932127,0.00057309,342,biweekly_rebalance_aggressive,False,risk_on,0.36306313,0.00000000,-0.00060891,6,17,39,0,0.00000000,0.00000000
2018-02-02,0.00364473,0.00414459,0.00364473,0.00073090,342,biweekly_rebalance_aggressive,False,risk_on,0.39093012,0.00000000,0.00414152,6,18,47,0,0.00000000,0.00000000
2018-02-15,-0.09834117,-0.09786228,-0.09834117,0.00070279,342,biweekly_rebalance_aggressive,False,risk_on,0.44181716,0.00000000,-0.01098411,6,10,43,0,0.00000000,0.00000000
2018-03-02,-0.02217491,-0.02189069,-0.02217491,0.00037608,342,biweekly_rebalance_aggressive,False,risk_on,0.43652894,0.00000000,-0.00000000,6,2,43,0,0.00000000,0.00000000
2018-03-16,0.02529091,0.02571919,0.02529091,0.00055415,342,biweekly_rebalance_aggressive,False,risk_on,0.44444638,0.00000000,0.00071293,6,4,35,0,0.00000000,0.00000000
2018-03-29,-0.01319956,-0.01260958,-0.01319956,0.00078267,341,biweekly_rebalance_aggressive,False,risk_on,0.31780050,0.00000000,0.00000000,6,8,35,0,0.00000000,0.00000000
2018-04-13,0.01882984,0.01919888,0.01882984,0.00048310,342,biweekly_rebalance_aggressive,False,risk_on,0.35433122,0.00000000,0.00000000,6,4,37,0,0.00000000,0.00000000
2018-04-27,-0.00830508,-0.00780509,-0.00830508,0.00066685,343,biweekly_rebalance_aggressive,False,risk_on,0.37312648,0.00000000,0.00000000,6,8,35,0,0.00000000,0.00000000
2018-05-11,0.02911440,0.02951801,0.02911440,0.00053385,342,biweekly_rebalance_aggressive,False,risk_on,0.33881003,0.00000000,-0.00398912,6,10,37,0,0.00000000,0.00000000
2018-05-25,0.02132332,0.02160654,0.02132332,0.00038551,342,biweekly_rebalance_aggressive,False,risk_on,0.38525707,0.00000000,-0.01343138,6,15,38,0,0.00000000,0.00000000
2018-06-08,0.08990484,0.09031434,0.08990484,0.00056928,342,biweekly_rebalance_aggressive,False,risk_on,0.33265101,0.00000000,0.00000000,6,17,29,0,0.00000000,0.00000000
2018-06-22,-0.01583071,-0.01520893,-0.01583071,0.00094210,342,biweekly_rebalance_aggressive,False,risk_on,0.33813406,0.00000000,0.00000000,6,10,36,0,0.00000000,0.00000000
2018-07-06,-0.05088614,-0.05053695,-0.05088614,0.00052072,344,biweekly_rebalance_aggressive,False,risk_on,0.35708178,0.00000000,0.00000000,6,4,35,0,0.00000000,0.00000000
2018-07-20,0.01970384,0.02019050,0.01970384,0.00068878,344,biweekly_rebalance_aggressive,False,caution,0.34454387,0.20000000,0.28624219,6,5,38,0,0.00000000,0.00000000
2018-08-03,-0.04085591,-0.04051360,-0.04085591,0.00049401,345,biweekly_rebalance_aggressive,False,caution,0.23808894,0.20000000,0.28695349,6,10,36,0,0.00000000,0.00000000
2018-08-17,-0.02424738,-0.02404401,-0.02424738,0.00028152,344,biweekly_rebalance_aggressive,False,caution,0.14682777,0.20000000,0.26856274,6,2,39,0,0.00000000,0.00000000
2018-08-31,0.01449582,0.01491590,0.01449582,0.00056740,344,biweekly_rebalance_aggressive,False,caution,0.18229670,0.20000000,0.27268027,6,7,37,0,0.00000000,0.00000000
2018-09-14,0.01444837,0.01476731,0.01444837,0.00043703,345,biweekly_rebalance_aggressive,False,caution,0.10767679,0.20000000,0.26649582,6,11,40,0,0.00000000,0.00000000
2018-09-28,0.03005658,0.03037624,0.03005658,0.00044435,345,biweekly_rebalance_aggressive,False,caution,0.03973099,0.20000000,0.28460146,6,19,47,0,0.00000000,0.00000000
