year,annual_return
2017,0.55445928
2018,-0.05170525
2019,-0.00123842
2020,0.83025120
2021,-0.09314618
2022,0.11230354
2023,0.23704265
2024,0.37273244
2025,0.29309608
2026,0.02053068
