ts_code,name,weight
00857.HK,中国石油股份,0.12565451
01398.HK,工商银行,0.12347276
01288.HK,农业银行,0.11334718
00939.HK,建设银行,0.10415900
00005.HK,汇丰控股,0.08834673
00883.HK,中国海洋石油,0.08693739
01088.HK,中国神华,0.08064646
03988.HK,中国银行,0.07882219
00016.HK,新鸿基地产,0.06482111
02388.HK,中银香港,0.06336764
01378.HK,中国宏桥,0.04858844
00288.HK,万洲国际,0.04537836
