year,annual_return
2017,0.53573780
2018,-0.23957784
2019,-0.00113275
2020,0.62177147
2021,0.04780856
2022,-0.14245454
2023,0.17888638
2024,0.25411428
2025,0.98395943
2026,0.09619758
