ts_code,name,weight
00001.HK,长和,0.22786058
01888.HK,建滔积层板,0.19874099
01138.HK,中远海能,0.19627990
02628.HK,中国人寿,0.18979287
06869.HK,长飞光纤光缆,0.18732566
