ts_code,name,weight
06869.HK,长飞光纤光缆,0.14878563
03698.HK,徽商银行,0.12868128
01171.HK,兖矿能源,0.11282254
00288.HK,万洲国际,0.10133645
00631.HK,三一国际,0.08844379
00019.HK,太古股份公司A,0.08704015
06693.HK,赤峰黄金,0.08584734
00270.HK,粤海投资,0.08578798
00016.HK,新鸿基地产,0.08176603
01898.HK,中煤能源,0.07948879
