ts_code,name,weight
02338.HK,潍柴动力,0.18472342
00175.HK,吉利汽车,0.18271230
03698.HK,徽商银行,0.17460507
03808.HK,中国重汽,0.16569337
00288.HK,万洲国际,0.15354813
03320.HK,华润医药,0.14600197
