ts_code,name,weight
03993.HK,洛阳钼业,0.15922629
01772.HK,赣锋锂业,0.14363887
01818.HK,招金矿业,0.13705086
01072.HK,东方电气,0.12846426
00966.HK,中国太平,0.11308681
00358.HK,江西铜业股份,0.10608660
01208.HK,五矿资源,0.10431224
02099.HK,中国黄金国际,0.10009792
