ts_code,name,weight
00857.HK,中国石油股份,0.10891348
01398.HK,工商银行,0.10391768
00939.HK,建设银行,0.09523599
01288.HK,农业银行,0.07960748
00883.HK,中国海洋石油,0.07624050
03988.HK,中国银行,0.07176886
01088.HK,中国神华,0.06955620
00005.HK,汇丰控股,0.06863179
02628.HK,中国人寿,0.06041894
00016.HK,新鸿基地产,0.05829548
02388.HK,中银香港,0.05488839
01299.HK,友邦保险,0.05321003
02318.HK,中国平安,0.05018649
02899.HK,紫金矿业,0.04521527
