date,one_way_turnover,two_way_turnover,buy_amount,sell_amount,trading_cost,buy_cost,sell_commission,sell_stamp_duty,event_type,trade_details_json,signal_date,evaluation_date,trade_date,risk_stage
2017-02-01,0.49985004,0.99970009,0.99970009,0.00000000,0.00029991,0.00029991,0.00000000,0.00000000,rebalance,"[{""ts_code"": ""00003.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.01323693656170375, ""post_trade_weight"": 0.013240907642672262, ""diff_weight"": 0.01323693656170375, ""gross_amount"": 0.01323693656170375, ""gross_amount_pct_nav"": 0.01323693656170375, ""fee"": 3.971080968511125e-06, ""fee_pct_nav"": 3.971080968511125e-06, ""name"": ""香港中华煤气""}, {""ts_code"": ""00005.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.14501436800943648, ""post_trade_weight"": 0.14505787231983933, ""diff_weight"": 0.14501436800943648, ""gross_amount"": 0.14501436800943648, ""gross_amount_pct_nav"": 0.14501436800943648, ""fee"": 4.350431040283094e-05, ""fee_pct_nav"": 4.350431040283094e-05, ""name"": ""汇丰控股""}, {""ts_code"": ""00066.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.014966432541269366, ""post_trade_weight"": 0.014970922471031748, ""diff_weight"": 0.014966432541269366, ""gross_amount"": 0.014966432541269366, ""gross_amount_pct_nav"": 0.014966432541269366, ""fee"": 4.489929762380809e-06, ""fee_pct_nav"": 4.489929762380809e-06, ""name"": ""港铁公司""}, {""ts_code"": ""00386.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.05366609472012755, ""post_trade_weight"": 0.053682194548543595, ""diff_weight"": 0.05366609472012755, ""gross_amount"": 0.05366609472012755, ""gross_amount_pct_nav"": 0.05366609472012755, ""fee"": 1.6099828416038265e-05, ""fee_pct_nav"": 1.6099828416038265e-05, ""name"": ""中国石油化工股份""}, {""ts_code"": ""00700.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.14995501349595, ""post_trade_weight"": 0.1499999999999988, ""diff_weight"": 0.14995501349595, ""gross_amount"": 0.14995501349595, ""gross_amount_pct_nav"": 0.14995501349595, ""fee"": 4.4986504048784996e-05, ""fee_pct_nav"": 4.4986504048784996e-05, ""name"": ""腾讯控股""}, {""ts_code"": ""00998.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.022401972894534647, ""post_trade_weight"": 0.02240869348640301, ""diff_weight"": 0.022401972894534647, ""gross_amount"": 0.022401972894534647, ""gross_amount_pct_nav"": 0.022401972894534647, ""fee"": 6.720591868360393e-06, ""fee_pct_nav"": 6.720591868360393e-06, ""name"": ""中信银行""}, {""ts_code"": ""01288.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.10248480689263685, ""post_trade_weight"": 0.10251555233470465, ""diff_weight"": 0.10248480689263685, ""gross_amount"": 0.10248480689263685, ""gross_amount_pct_nav"": 0.10248480689263685, ""fee"": 3.0745442067791056e-05, ""fee_pct_nav"": 3.0745442067791056e-05, ""name"": ""农业银行""}, {""ts_code"": ""01398.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.14995501349595, ""post_trade_weight"": 0.1499999999999988, ""diff_weight"": 0.14995501349595, ""gross_amount"": 0.14995501349595, ""gross_amount_pct_nav"": 0.14995501349595, ""fee"": 4.4986504048784996e-05, ""fee_pct_nav"": 4.4986504048784996e-05, ""name"": ""工商银行""}, {""ts_code"": ""01800.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.020522193407433144, ""post_trade_weight"": 0.020528350065455375, ""diff_weight"": 0.020522193407433144, ""gross_amount"": 0.020522193407433144, ""gross_amount_pct_nav"": 0.020522193407433144, ""fee"": 6.156658022229943e-06, ""fee_pct_nav"": 6.156658022229943e-06, ""name"": ""中国交通建设""}, {""ts_code"": ""01928.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.017376128050561417, ""post_trade_weight"": 0.017381340888976585, ""diff_weight"": 0.017376128050561417, ""gross_amount"": 0.017376128050561417, ""gross_amount_pct_nav"": 0.017376128050561417, ""fee"": 5.2128384151684245e-06, ""fee_pct_nav"": 5.2128384151684245e-06, ""name"": ""金沙中国有限公司""}, {""ts_code"": ""01988.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.03049848580091393, ""post_trade_weight"": 0.030507635346654207, ""diff_weight"": 0.03049848580091393, ""gross_amount"": 0.03049848580091393, ""gross_amount_pct_nav"": 0.03049848580091393, ""fee"": 9.14954574027418e-06, ""fee_pct_nav"": 9.14954574027418e-06, ""name"": ""民生银行""}, {""ts_code"": ""02318.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.04984345098588723, ""post_trade_weight"": 0.049858404021182995, ""diff_weight"": 0.04984345098588723, ""gross_amount"": 0.04984345098588723, ""gross_amount_pct_nav"": 0.04984345098588723, ""fee"": 1.4953035295766168e-05, ""fee_pct_nav"": 1.4953035295766168e-05, ""name"": ""中国平安""}, {""ts_code"": ""02388.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.0346675491560465, ""post_trade_weight"": 0.034677949420793316, ""diff_weight"": 0.0346675491560465, ""gross_amount"": 0.0346675491560465, ""gross_amount_pct_nav"": 0.0346675491560465, ""fee"": 1.040026474681395e-05, ""fee_pct_nav"": 1.040026474681395e-05, ""name"": ""中银香港""}, {""ts_code"": ""03328.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.03661344561602363, ""post_trade_weight"": 0.03662442964970844, ""diff_weight"": 0.03661344561602363, ""gross_amount"": 0.03661344561602363, ""gross_amount_pct_nav"": 0.03661344561602363, ""fee"": 1.0984033684807089e-05, ""fee_pct_nav"": 1.0984033684807089e-05, ""name"": ""交通银行""}, {""ts_code"": ""03968.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.04914425552739373, ""post_trade_weight"": 0.04915899880405195, ""diff_weight"": 0.04914425552739373, ""gross_amount"": 0.04914425552739373, ""gross_amount_pct_nav"": 0.04914425552739373, ""fee"": 1.4743276658218118e-05, ""fee_pct_nav"": 1.4743276658218118e-05, ""name"": ""招商银行""}, {""ts_code"": ""03988.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.10935394281713179, ""post_trade_weight"": 0.10938674899997693, ""diff_weight"": 0.10935394281713179, ""gross_amount"": 0.10935394281713179, ""gross_amount_pct_nav"": 0.10935394281713179, ""fee"": 3.280618284513953e-05, ""fee_pct_nav"": 3.280618284513953e-05, ""name"": ""中国银行""}]",,,,
2017-02-03,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,weekly_portfolio_overlay,,2017-02-03,2017-02-03,2017-02-06,risk_on
2017-02-10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,weekly_portfolio_overlay,,2017-02-10,2017-02-10,2017-02-13,risk_on
2017-02-17,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,weekly_portfolio_overlay,,2017-02-17,2017-02-17,2017-02-20,risk_on
2017-02-24,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,weekly_portfolio_overlay,,2017-02-24,2017-02-24,2017-02-27,risk_on
2017-03-01,0.13627743,0.27255487,0.14896023,0.13491544,0.00008516,0.00004469,0.00004047,0.00000000,rebalance,"[{""ts_code"": ""00005.HK"", ""side"": ""sell"", ""current_weight"": 0.13879099880301624, ""target_weight"": 0.11579592643594108, ""post_trade_weight"": 0.11580539543326024, ""diff_weight"": -0.022995072367075153, ""gross_amount"": 0.02395019264549743, ""gross_amount_pct_nav"": 0.022995072367075153, ""fee"": 7.185057793649228e-06, ""fee_pct_nav"": 6.898521710122546e-06, ""name"": ""汇丰控股""}, {""ts_code"": ""00016.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.02658295025605884, ""post_trade_weight"": 0.026585124027558898, ""diff_weight"": 0.02658295025605884, ""gross_amount"": 0.027687096154995264, ""gross_amount_pct_nav"": 0.02658295025605884, ""fee"": 8.306128846498578e-06, ""fee_pct_nav"": 7.97488507681765e-06, ""name"": ""新鸿基地产""}, {""ts_code"": ""00066.HK"", ""side"": ""sell"", ""current_weight"": 0.015108069254980896, ""target_weight"": 0.0, ""post_trade_weight"": 0.0, ""diff_weight"": -0.015108069254980896, ""gross_amount"": 0.015735596017362456, ""gross_amount_pct_nav"": 0.015108069254980896, ""fee"": 4.7206788052087365e-06, ""fee_pct_nav"": 4.532420776494268e-06, ""name"": ""港铁公司""}, {""ts_code"": ""00386.HK"", ""side"": ""buy"", ""current_weight"": 0.050072211531129264, ""target_weight"": 0.06076561720453799, ""post_trade_weight"": 0.06077058620028867, ""diff_weight"": 0.010693405673408726, ""gross_amount"": 0.011137565554318357, ""gross_amount_pct_nav"": 0.010693405673408726, ""fee"": 3.341269666295507e-06, ""fee_pct_nav"": 3.2080217020226172e-06, ""name"": ""中国石油化工股份""}, {""ts_code"": ""00939.HK"", ""side"": ""buy"", ""current_weight"": 0.0, ""target_weight"": 0.10574342264234357, ""post_trade_weight"": 0.10575206961479187, ""diff_weight"": 0.10574342264234357, ""gross_amount"": 0.11013556743159372, ""gross_amount_pct_nav"": 0.10574342264234357, ""fee"": 3.3040670229478113e-05, ""fee_pct_nav"": 3.172302679270307e-05, ""name"": ""建设银行""}, {""ts_code"": ""01288.HK"", ""side"": ""sell"", ""current_weight"": 0.10616601516373558, ""target_weight"": 0.0864589510489509, ""post_trade_weight"": 0.086466021069468, ""diff_weight"": -0.019707064114784678, ""gross_amount"": 0.020525614118182336, ""gross_amount_pct_nav"": 0.019707064114784678, ""fee"": 6.1576842354547e-06, ""fee_pct_nav"": 5.912119234435403e-06, ""name"": ""农业银行""}, {""ts_code"": ""01398.HK"", ""side"": ""sell"", ""current_weight"": 0.152001366270067, ""target_weight"": 0.13551145121634284, ""post_trade_weight"": 0.13552253241416884, ""diff_weight"": -0.01648991505372415, ""gross_amount"": 0.01717483798007352, ""gross_amount_pct_nav"": 0.01648991505372415, ""fee"": 5.152451394022056e-06, ""fee_pct_nav"": 4.946974516117244e-06, ""name"": ""工商银行""}, {""ts_code"": ""01928.HK"", ""side"": ""sell"", ""current_weight"": 0.01765053083848484, ""target_weight"": 0.0, ""post_trade_weight"": 0.0, ""diff_weight"": -0.01765053083848484, ""gross_amount"": 0.0183836609482597, ""gross_amount_pct_nav"": 0.01765053083848484, ""fee"": 5.51509828447791e-06, ""fee_pct_nav"": 5.295159251545453e-06, ""name"": ""金沙中国有限公司""}, {""ts_code"": ""03968.HK"", ""side"": ""sell"", ""current_weight"": 0.04993874677923715, ""target_weight"": 0.03993076842377147, ""post_trade_weight"": 0.03993403368836923, ""diff_weight"": -0.010007978355465687, ""gross_amount"": 0.01042366841813333, ""gross_amount_pct_nav"": 0.010007978355465687, ""fee"": 3.127100525439999e-06, ""fee_pct_nav"": 3.0023935066397057e-06, ""name"": ""招商银行""}, {""ts_code"": ""03988.HK"", ""side"": ""sell"", ""current_weight"": 0.11642784656797851, ""target_weight"": 0.08885138599152291, ""post_trade_weight"": 0.08885865164897436, ""diff_weight"": -0.0275764605764556, ""gross_amount"": 0.028721872788395303, ""gross_amount_pct_nav"": 0.0275764605764556, ""fee"": 8.61656183651859e-06, ""fee_pct_nav"": 8.272938172936678e-06, ""name"": ""中国银行""}]",,,,
2017-03-03,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,weekly_portfolio_overlay,,2017-03-03,2017-03-03,2017-03-06,risk_on
2017-03-10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,weekly_portfolio_overlay,,2017-03-10,2017-03-10,2017-03-13,risk_on
2017-03-17,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,weekly_portfolio_overlay,,2017-03-17,2017-03-17,2017-03-20,risk_on
2017-03-24,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,weekly_portfolio_overlay,,2017-03-24,2017-03-24,2017-03-27,risk_on
