date,portfolio_return,gross_return,net_return,trading_cost,eligible_count,candidate_family,market_risk_off,risk_stage,market_momentum,cash_weight_target,cash_after_trade,selected_count,buy_candidate_count,keep_candidate_count
2025-01-24,0.03662321,0.03692312,0.03662321,0.00029991,483,biweekly_rebalance_aggressive,False,risk_on,0.37250397,0.00000000,0.00000000,4,4,48
2025-02-07,0.07998121,0.08057537,0.07998121,0.00061592,484,biweekly_rebalance_aggressive,False,risk_on,0.44007614,0.00000000,0.00000000,6,23,52
2025-02-21,0.13553971,0.13592875,0.13553971,0.00043555,484,biweekly_rebalance_aggressive,False,risk_on,0.39770342,0.00000000,-0.00971682,6,25,58
2025-03-07,-0.06244001,-0.06215085,-0.06244001,0.00036760,484,biweekly_rebalance_aggressive,False,risk_on,0.35504533,0.00000000,-0.01980352,6,26,52
2025-03-21,-0.03527667,-0.03468763,-0.03527667,0.00070208,484,biweekly_rebalance_aggressive,False,risk_on,0.39417152,0.00000000,0.00000000,6,18,51
2025-04-03,0.06778208,0.06790467,0.06778208,0.00014096,484,biweekly_rebalance_aggressive,False,risk_on,0.49235861,0.00000000,0.00519413,6,1,42
2025-04-17,-0.07595660,-0.07555103,-0.07595660,0.00049796,484,biweekly_rebalance_aggressive,False,risk_on,0.56048248,0.00000000,-0.00465570,6,16,43
2025-05-02,0.05108781,0.05161571,0.05108781,0.00059891,484,biweekly_rebalance_aggressive,False,risk_on,0.59275846,0.00000000,0.00000000,6,8,50
2025-05-16,-0.00129484,-0.00080307,-0.00129484,0.00058644,485,biweekly_rebalance_aggressive,False,risk_on,0.42167154,0.00000000,0.00000000,6,25,54
2025-05-30,0.01314860,0.01377341,0.01314860,0.00074412,486,biweekly_rebalance_aggressive,False,risk_on,0.24678239,0.00000000,0.00000000,6,19,53
2025-06-13,0.14992861,0.15052619,0.14992861,0.00072105,487,biweekly_rebalance_aggressive,False,risk_on,0.38705230,0.00000000,0.00000000,6,14,46
2025-06-27,-0.05675926,-0.05627046,-0.05675926,0.00067821,488,biweekly_rebalance_aggressive,False,risk_on,0.44059265,0.00000000,0.00000000,6,25,58
2025-07-11,0.01714084,0.01775116,0.01714084,0.00079876,488,biweekly_rebalance_aggressive,False,risk_on,0.52572583,0.00000000,0.00000000,6,14,51
2025-07-25,0.05033650,0.05084975,0.05033650,0.00068324,489,biweekly_rebalance_aggressive,False,risk_on,0.58691904,0.00000000,0.00000000,6,17,49
2025-08-08,0.04098422,0.04160643,0.04098422,0.00086996,490,biweekly_rebalance_aggressive,False,risk_on,0.71678534,0.00000000,0.00000000,6,21,50
2025-08-22,0.08441508,0.08493627,0.08441508,0.00075859,491,biweekly_rebalance_aggressive,False,risk_on,0.79176482,0.00000000,0.00000000,6,14,50
2025-09-05,0.07410479,0.07464025,0.07410479,0.00084515,492,biweekly_rebalance_aggressive,False,risk_on,0.93148028,0.00000000,0.00000000,6,18,62
2025-09-19,-0.02840238,-0.02793179,-0.02840238,0.00079781,492,biweekly_rebalance_aggressive,False,risk_on,0.92865354,0.00000000,0.00000000,6,21,62
2025-10-03,0.08577730,0.08638571,0.08577730,0.00100216,493,biweekly_rebalance_aggressive,False,risk_on,0.97080205,0.00000000,0.00000000,6,17,58
2025-10-17,-0.15673097,-0.15633463,-0.15673097,0.00070884,493,biweekly_rebalance_aggressive,False,risk_on,0.48833709,0.00000000,0.00961398,6,24,60
2025-10-31,0.05034082,0.05058938,0.05034082,0.00037488,493,biweekly_rebalance_aggressive,False,risk_on,0.69555794,0.00000000,-0.01018568,6,3,66
2025-11-14,0.00064694,0.00086664,0.00064694,0.00034801,496,biweekly_rebalance_aggressive,False,risk_on,0.72621188,0.00000000,0.00089145,6,2,57
2025-11-28,-0.07208533,-0.07167303,-0.07208533,0.00065355,497,biweekly_rebalance_aggressive,False,risk_on,0.67325666,0.00000000,0.00000000,6,7,64
2025-12-12,-0.00863509,-0.00812261,-0.00863509,0.00075378,499,biweekly_rebalance_aggressive,False,risk_on,0.74292762,0.00000000,-0.00049465,6,6,56
2025-12-24,0.00580825,0.00641326,0.00580825,0.00088220,502,biweekly_rebalance_aggressive,False,risk_on,0.73223953,0.00000000,0.00000000,6,16,65
2026-01-09,0.08009400,0.08069749,0.08009400,0.00088510,504,biweekly_rebalance_aggressive,False,risk_on,0.67590946,0.00000000,0.00000000,6,13,64
2026-01-23,0.03946066,0.03995952,0.03946066,0.00079024,509,biweekly_rebalance_aggressive,False,risk_on,0.75584338,0.00000000,0.00000000,6,29,72
2026-02-06,-0.04807649,-0.04756432,-0.04807649,0.00084333,510,biweekly_rebalance_aggressive,False,risk_on,0.66632677,0.00000000,0.01115962,6,27,65
2026-02-20,0.04866267,0.04929599,0.04866267,0.00099268,510,biweekly_rebalance_aggressive,False,risk_on,0.67924345,0.00000000,0.00000000,6,24,75
