date,portfolio_return,nav,drawdown,trading_cost
2020-12-14,0.00000000,1.00000000,0.00000000,0.00000000
2020-12-18,0.00000000,1.00000000,0.00000000,0.00000000
2020-12-24,0.00000000,1.00000000,0.00000000,0.00000000
2020-12-31,0.00000000,1.00000000,0.00000000,0.00000000
2021-01-08,0.00000000,1.00000000,0.00000000,0.00000000
2021-01-15,0.00000000,1.00000000,0.00000000,0.00000000
2021-01-22,0.00000000,1.00000000,0.00000000,0.00000000
2021-01-29,0.00000000,1.00000000,0.00000000,0.00000000
2021-02-05,0.00310793,1.00310793,0.00000000,0.00014398
2021-02-11,0.05864692,1.06193711,0.00000000,0.00045255
2021-02-19,0.02845349,1.09215293,0.00000000,0.00028678
2021-02-26,-0.13569622,0.94395190,-0.13569622,0.00029020
2021-03-05,0.02970925,0.97199600,-0.11001841,0.00026776
2021-03-12,0.03852163,1.00943888,-0.07573486,0.00034358
2021-03-19,-0.00344485,1.00596151,-0.07891881,0.00029852
2021-03-26,-0.00414445,1.00179236,-0.08273619,0.00021581
2021-04-01,0.00859557,1.01040333,-0.07485178,0.00014790
2021-04-09,0.00923325,1.01973264,-0.06630966,0.00030303
2021-04-16,0.01030094,1.03023684,-0.05669178,0.00048687
2021-04-23,-0.00308397,1.02705962,-0.05960091,0.00026344
2021-04-30,0.02081581,1.04843870,-0.04002574,0.00033978
2021-05-07,-0.01724665,1.03035665,-0.05658207,0.00036293
2021-05-14,-0.07231059,0.95585095,-0.12480118,0.00043774
2021-05-21,0.03516231,0.98946088,-0.09402717,0.00035461
2021-05-28,0.02432913,1.01353360,-0.07198564,0.00027924
2021-06-04,0.03463440,1.04863673,-0.03984442,0.00024275
2021-06-11,0.05215744,1.10333093,0.00000000,0.00034317
2021-06-18,-0.00340711,1.09957177,-0.00340711,0.00023445
2021-06-25,0.02389555,1.12584663,0.00000000,0.00056602
2021-07-02,0.04132504,1.17237229,0.00000000,0.00050882
2021-07-09,0.02707945,1.20411948,0.00000000,0.00042917
2021-07-16,0.00542735,1.21065466,0.00000000,0.00024860
2021-07-23,-0.03711016,1.16572707,-0.03711016,0.00053529
2021-07-30,-0.04089888,1.11805013,-0.07649128,0.00044914
2021-08-06,0.04120489,1.16411927,-0.03843820,0.00033052
2021-08-13,0.00247627,1.16700194,-0.03605712,0.00046030
2021-08-20,-0.04036398,1.11989709,-0.07496569,0.00042957
2021-08-27,0.06067678,1.18784884,-0.01883759,0.00038218
2021-09-03,0.05242333,1.25011983,0.00000000,0.00058847
2021-09-10,-0.02083177,1.22407762,-0.02083177,0.00047613
2021-09-17,0.00302828,1.22778447,-0.01786657,0.00058479
2021-09-24,-0.03471828,1.18515791,-0.05196455,0.00045526
2021-09-30,-0.02231754,1.15870810,-0.07312237,0.00041185
2021-10-08,-0.09378353,1.05004036,-0.16004823,0.00022022
2021-10-15,-0.02580047,1.02294883,-0.18171938,0.00018973
2021-10-22,0.00415621,1.02720041,-0.17831844,0.00016944
2021-10-29,-0.00192217,1.02522596,-0.17989785,0.00022138
2021-11-05,-0.03221983,0.99219336,-0.20632140,0.00032152
2021-11-12,0.00716360,0.99930104,-0.20063580,0.00035854
2021-11-19,0.04727477,1.04654277,-0.16284604,0.00023127
2021-11-26,-0.00660682,1.03962845,-0.16837696,0.00034772
2021-12-03,0.00619515,1.04606911,-0.16322493,0.00018551
2021-12-10,-0.00505061,1.04078582,-0.16745115,0.00045429
2021-12-17,0.05540302,1.09844850,-0.12132543,0.00036450
2021-12-24,0.06796676,1.17310649,-0.06160476,0.00029382
2021-12-31,-0.02468793,1.14414492,-0.08477180,0.00024733
2022-01-07,-0.00623299,1.13701347,-0.09047642,0.00041646
2022-01-14,-0.00195420,1.13479151,-0.09225381,0.00021513
2022-01-21,-0.01779501,1.11459789,-0.10840716,0.00039315
2022-01-28,-0.04432290,1.06519568,-0.14792514,0.00043155
2022-02-04,0.04128176,1.10916883,-0.11274999,0.00042356
2022-02-11,0.01883859,1.13006401,-0.09603545,0.00039184
2022-02-18,-0.00855400,1.12039744,-0.10376796,0.00037503
2022-02-25,-0.04972415,1.06468663,-0.14833234,0.00023088
2022-03-04,0.01887315,1.08478061,-0.13225869,0.00025021
2022-03-11,-0.05887804,1.02091086,-0.18334960,0.00046810
2022-03-18,0.00086331,1.02179222,-0.18264458,0.00033933
2022-03-25,-0.06106998,0.95939139,-0.23256045,0.00034081
2022-04-01,-0.01145791,0.94839877,-0.24135371,0.00041096
2022-04-08,0.01623525,0.96379627,-0.22903689,0.00042909
2022-04-14,0.00723156,0.97076602,-0.22346163,0.00025315
2022-04-22,-0.03114970,0.94052694,-0.24765057,0.00020706
2022-04-29,-0.02097789,0.92079667,-0.26343327,0.00015503
2022-05-06,-0.00449764,0.91665526,-0.26674609,0.00020971
2022-05-13,-0.00016042,0.91650821,-0.26686371,0.00008641
2022-05-20,0.02175551,0.93644731,-0.25091396,0.00020353
2022-05-27,0.00218775,0.93849602,-0.24927515,0.00015374
2022-06-02,0.00027195,0.93875125,-0.24907099,0.00020714
2022-06-10,-0.03484037,0.90604481,-0.27523363,0.00020277
2022-06-17,-0.02031331,0.88764004,-0.28995604,0.00037419
2022-06-24,0.02799251,0.91248731,-0.27008012,0.00028091
2022-06-30,0.01721741,0.92819798,-0.25751279,0.00024716
2022-07-08,0.00499854,0.93283761,-0.25380144,0.00040140
2022-07-15,-0.02798371,0.90673336,-0.27468284,0.00028205
2022-07-22,0.00522985,0.91147544,-0.27088954,0.00029008
2022-07-29,-0.00067609,0.91085920,-0.27138249,0.00024679
2022-08-05,-0.00527383,0.90605549,-0.27522509,0.00013169
2022-08-12,-0.02675066,0.88181790,-0.29461330,0.00024608
2022-08-19,-0.01315292,0.87021943,-0.30389119,0.00030459
2022-08-26,0.02116208,0.88863508,-0.28916008,0.00021270
2022-09-02,0.03715692,0.92165402,-0.26274746,0.00030370
2022-09-09,0.04072869,0.95919178,-0.23272013,0.00023762
2022-09-16,-0.02079457,0.93924580,-0.24867539,0.00017476
2022-09-23,-0.02849188,0.91248492,-0.27008203,0.00023089
2022-09-30,-0.02727527,0.88759665,-0.28999074,0.00017068
2022-10-07,0.03031058,0.91450022,-0.26846995,0.00013711
2022-10-14,-0.06966361,0.85079283,-0.31943098,0.00024215
2022-10-21,0.05996697,0.90181229,-0.27861932,0.00026838
2022-10-28,-0.05182144,0.85507908,-0.31600230,0.00010235
2022-11-04,0.05374202,0.90103276,-0.27924288,0.00015669
2022-11-11,-0.00538095,0.89618435,-0.28312124,0.00024602
2022-11-18,-0.00085676,0.89541653,-0.28373544,0.00023509
2022-11-25,-0.02593022,0.87219818,-0.30230834,0.00022979
2022-12-02,0.03134818,0.89954001,-0.28043697,0.00031954
2022-12-09,0.06466288,0.95770686,-0.23390796,0.00038375
2022-12-16,-0.03004400,0.92893351,-0.25692442,0.00026421
2022-12-23,0.00383412,0.93249516,-0.25407538,0.00031191
2022-12-30,0.01638761,0.94777653,-0.24185146,0.00032193
2023-01-06,0.04649582,0.99184418,-0.20660072,0.00045451
2023-01-13,0.09164644,1.08274317,-0.13388849,0.00031216
2023-01-20,-0.01384358,1.06775413,-0.14587858,0.00027068
2023-01-27,0.01546142,1.08426312,-0.13267265,0.00031344
2023-02-03,-0.05903179,1.02025712,-0.18387254,0.00037171
2023-02-10,-0.06119193,0.95782562,-0.23381296,0.00016967
2023-02-17,-0.01638852,0.94212827,-0.24636963,0.00024658
2023-02-24,-0.03617071,0.90805082,-0.27362897,0.00016169
2023-03-03,0.04175448,0.94596602,-0.24329973,0.00011337
2023-03-10,-0.06234939,0.88698561,-0.29047953,0.00041586
2023-03-17,0.03069968,0.91421578,-0.26869748,0.00022200
2023-03-24,-0.01387513,0.90153092,-0.27884440,0.00032258
2023-03-31,-0.01598082,0.88712371,-0.29036906,0.00038490
2023-04-06,0.02122351,0.90595159,-0.27530820,0.00049716
2023-04-14,0.03426710,0.93699592,-0.25047511,0.00040319
2023-04-21,-0.03364081,0.90547462,-0.27568974,0.00027340
2023-04-28,0.00693562,0.91175465,-0.27066619,0.00035368
2023-05-05,0.00615334,0.91736499,-0.26617836,0.00041547
2023-05-12,-0.03098384,0.88894150,-0.28891497,0.00033762
