year,annual_return
2017,0.37221301
2018,-0.17218127
2019,0.05495498
2020,0.36789507
2021,-0.38289902
2022,-0.14859497
2023,-0.07768094
2024,-0.08560466
2025,1.08640292
2026,0.07707111
