ts_code,name,weight
00857.HK,中国石油股份,0.12038614
01398.HK,工商银行,0.09365587
00939.HK,建设银行,0.08547108
00005.HK,汇丰控股,0.08419597
02628.HK,中国人寿,0.07728251
00883.HK,中国海洋石油,0.07038348
02388.HK,中银香港,0.06458416
02318.HK,中国平安,0.06410176
00016.HK,新鸿基地产,0.06309310
02899.HK,紫金矿业,0.06275956
03993.HK,洛阳钼业,0.05720365
01088.HK,中国神华,0.05458988
01378.HK,中国宏桥,0.04370178
01299.HK,友邦保险,0.04313800
