ts_code,name,weight
06869.HK,长飞光纤光缆,0.13873546
00016.HK,新鸿基地产,0.11182909
00019.HK,太古股份公司A,0.11003329
00006.HK,电能实业,0.10701677
01113.HK,长实集团,0.09733168
01171.HK,兖矿能源,0.09620778
00005.HK,汇丰控股,0.09450243
01157.HK,中联重科,0.09387442
06862.HK,海底捞,0.09373151
00631.HK,三一国际,0.06265490
