ts_code,name,weight
06869.HK,长飞光纤光缆,0.16733807
00005.HK,汇丰控股,0.16662481
02899.HK,紫金矿业,0.16014219
02628.HK,中国人寿,0.13747023
01208.HK,五矿资源,0.13123222
00857.HK,中国石油股份,0.12551734
01378.HK,中国宏桥,0.12437756
