ts_code,name,weight
01398.HK,工商银行,0.14995571
00857.HK,中国石油股份,0.14031440
00939.HK,建设银行,0.13210384
01288.HK,农业银行,0.12037665
03988.HK,中国银行,0.07830407
00941.HK,中国移动,0.07472370
00883.HK,中国海洋石油,0.07463354
00005.HK,汇丰控股,0.06185466
01088.HK,中国神华,0.05586403
02318.HK,中国平安,0.04265955
03968.HK,招商银行,0.04155572
02628.HK,中国人寿,0.03868169
