year,annual_return
2017,0.32379898
2018,-0.00213831
2019,0.10462767
2020,0.22122247
2021,-0.21888940
2022,0.04693386
2023,-0.14787654
2024,-0.26033765
2025,0.46050015
2026,0.08345887
