year,annual_return
2017,0.32379898
2018,-0.03154474
2019,0.15822074
2020,0.34486681
2021,-0.19990950
2022,-0.03185808
2023,-0.15447715
2024,-0.22294484
2025,0.46050015
2026,0.08345887
