year,annual_return
2017,0.37221301
2018,-0.16255367
2019,0.03660756
2020,0.31745974
2021,-0.38753446
2022,-0.12330018
2023,-0.09054572
2024,-0.09237915
2025,1.08640292
2026,0.07707111
