ts_code,name,weight
00005.HK,汇丰控股,0.09989256
00857.HK,中国石油股份,0.09348694
03993.HK,洛阳钼业,0.09193131
02628.HK,中国人寿,0.08898290
00016.HK,新鸿基地产,0.08858486
02388.HK,中银香港,0.08568695
02899.HK,紫金矿业,0.08243396
06869.HK,长飞光纤光缆,0.07750855
02318.HK,中国平安,0.07450450
01378.HK,中国宏桥,0.07091294
01088.HK,中国神华,0.06988113
02600.HK,中国铝业,0.06403439
