ts_code,name,weight
00857.HK,中国石油股份,0.11556417
00016.HK,新鸿基地产,0.11031767
02388.HK,中银香港,0.10427250
01088.HK,中国神华,0.10373164
00883.HK,中国海洋石油,0.10212559
02601.HK,中国太保,0.09810435
01113.HK,长实集团,0.09764265
01398.HK,工商银行,0.09635600
01171.HK,兖矿能源,0.09168819
01898.HK,中煤能源,0.08437400
