ts_code,name,weight
01888.HK,建滔积层板,0.21525249
00001.HK,长和,0.20896664
06869.HK,长飞光纤光缆,0.19488703
01138.HK,中远海能,0.19090577
00148.HK,建滔集团,0.18998808
