year,annual_return
2017,0.37221301
2018,-0.15390804
2019,0.00697816
2020,0.24268152
2021,-0.39156563
2022,-0.04390582
2023,-0.11615611
2024,-0.11307166
2025,1.08399925
2026,0.07707111
