year,annual_return
2017,0.58639482
2018,-0.06396681
2019,-0.05220136
2020,0.27941883
2021,-0.09807203
2022,-0.03105219
2023,-0.03271571
2024,0.30343814
2025,0.45131768
2026,0.36695530
