ts_code,name,weight
02388.HK,中银香港,0.19995822
00857.HK,中国石油股份,0.17388074
06869.HK,长飞光纤光缆,0.17044134
00016.HK,新鸿基地产,0.16093623
03698.HK,徽商银行,0.15616990
00288.HK,万洲国际,0.13755986
