ts_code,name,weight
00857.HK,中国石油股份,0.13313959
01398.HK,工商银行,0.11931176
00939.HK,建设银行,0.11312884
01288.HK,农业银行,0.11119828
00883.HK,中国海洋石油,0.09135821
01088.HK,中国神华,0.08128575
00005.HK,汇丰控股,0.07736596
03988.HK,中国银行,0.07728330
00016.HK,新鸿基地产,0.06422291
02388.HK,中银香港,0.06395051
00001.HK,长和,0.05198455
00998.HK,中信银行,0.04961788
