year,annual_return
2017,0.63495572
2018,-0.09716148
2019,-0.04003523
2020,0.39251839
2021,-0.01711208
2022,-0.03665261
2023,-0.04526301
2024,0.36865157
2025,0.51905582
2026,0.31033303
