ts_code,name,weight
00857.HK,中国石油股份,0.12120529
01398.HK,工商银行,0.09443954
00939.HK,建设银行,0.08545739
00005.HK,汇丰控股,0.08395576
02628.HK,中国人寿,0.07727014
00883.HK,中国海洋石油,0.07079220
02388.HK,中银香港,0.06414096
02318.HK,中国平安,0.06399585
00016.HK,新鸿基地产,0.06308300
02899.HK,紫金矿业,0.06274951
03993.HK,洛阳钼业,0.05719448
01088.HK,中国神华,0.05485441
01378.HK,中国宏桥,0.04348965
01299.HK,友邦保险,0.04313109
