date,portfolio_return,gross_return,net_return,trading_cost,eligible_count,candidate_family,market_risk_off,risk_stage,market_momentum,cash_weight_target,cash_after_trade,selected_count,buy_candidate_count,keep_candidate_count
2025-01-24,0.05757370,0.05787361,0.05757370,0.00029991,483,biweekly_cashoff,False,risk_on,0.37250397,0.00000000,0.00000000,14,37,104
2025-02-07,0.02191934,0.02197590,0.02191934,0.00005982,484,biweekly_cashoff,False,risk_on,0.44007614,0.00000000,-0.00562150,14,43,103
2025-02-21,0.09650321,0.09671920,0.09650321,0.00023343,484,biweekly_cashoff,False,risk_on,0.39770342,0.00000000,-0.00256793,14,50,102
2025-03-07,0.02298111,0.02304331,0.02298111,0.00007371,484,biweekly_cashoff,False,risk_on,0.35504533,0.00000000,-0.00287127,14,61,99
2025-03-21,-0.01013126,-0.01010385,-0.01013126,0.00003323,484,biweekly_cashoff,False,risk_on,0.39417152,0.00000000,-0.00536888,14,66,95
2025-04-03,-0.03955026,-0.03951844,-0.03955026,0.00003818,484,biweekly_cashoff,False,risk_on,0.49235861,0.00000000,0.00960568,14,62,98
2025-04-17,-0.05228493,-0.05220462,-0.05228493,0.00009256,484,biweekly_cashoff,False,risk_on,0.56048248,0.00000000,0.00087365,14,38,91
2025-05-02,0.03796788,0.03800290,0.03796788,0.00003826,484,biweekly_cashoff,False,risk_on,0.59275846,0.00000000,0.01983754,14,39,93
2025-05-16,0.05335744,0.05341692,0.05335744,0.00006743,485,biweekly_cashoff,False,risk_on,0.42167154,0.00000000,0.00505662,14,42,100
2025-05-30,-0.00217523,-0.00214435,-0.00217523,0.00003688,486,biweekly_cashoff,False,risk_on,0.24678239,0.00000000,0.01552983,14,54,97
2025-06-13,0.03821870,0.03825044,0.03821870,0.00003783,487,biweekly_cashoff,False,risk_on,0.38705230,0.00000000,0.02343023,14,50,102
2025-06-27,0.02875508,0.02884996,0.02875508,0.00011739,488,biweekly_cashoff,False,risk_on,0.44059265,0.00000000,0.01411352,14,59,103
2025-07-11,0.00449703,0.00458308,0.00449703,0.00010952,488,biweekly_cashoff,False,risk_on,0.52572583,0.00000000,0.01265965,14,61,102
2025-07-25,0.03000282,0.03007033,0.03000282,0.00008631,489,biweekly_cashoff,False,risk_on,0.58691904,0.00000000,-0.01810423,14,65,102
2025-08-08,-0.01146885,-0.01136540,-0.01146885,0.00013623,490,biweekly_cashoff,False,risk_on,0.71678534,0.00000000,0.02053012,14,64,105
2025-08-22,0.04888170,0.04896914,0.04888170,0.00011383,491,biweekly_cashoff,False,risk_on,0.79176482,0.00000000,0.01296163,14,62,104
2025-09-05,-0.01088457,-0.01081633,-0.01088457,0.00009318,492,biweekly_cashoff,False,risk_on,0.93148028,0.00000000,0.00800880,14,67,106
2025-09-19,0.01338280,0.01349113,0.01338280,0.00014630,492,biweekly_cashoff,False,risk_on,0.92865354,0.00000000,0.02258719,14,57,105
2025-10-03,0.02311698,0.02318204,0.02311698,0.00008903,493,biweekly_cashoff,False,risk_on,0.97080205,0.00000000,0.00947813,14,56,109
2025-10-17,-0.04544502,-0.04538280,-0.04544502,0.00008712,493,biweekly_cashoff,False,risk_on,0.48833709,0.00000000,-0.02672450,14,49,109
2025-10-31,0.01700603,0.01704968,0.01700603,0.00005834,493,biweekly_cashoff,False,risk_on,0.69555794,0.00000000,-0.00335134,14,44,105
2025-11-14,0.04824037,0.04836816,0.04824037,0.00017370,496,biweekly_cashoff,False,risk_on,0.72621188,0.00000000,0.03209215,14,13,109
2025-11-28,-0.05505056,-0.05487792,-0.05505056,0.00024600,497,biweekly_cashoff,False,risk_on,0.67325666,0.00000000,-0.01244485,14,40,109
2025-12-12,-0.00451439,-0.00444571,-0.00451439,0.00009247,499,biweekly_cashoff,False,risk_on,0.74292762,0.00000000,0.01530741,14,21,104
2025-12-24,0.00488135,0.00498213,0.00488135,0.00013508,502,biweekly_cashoff,False,risk_on,0.73223953,0.00000000,-0.03097045,14,36,108
2026-01-09,0.03038305,0.03042176,0.03038305,0.00005214,504,biweekly_cashoff,False,risk_on,0.67590946,0.00000000,-0.01804720,14,38,109
2026-01-23,0.00291264,0.00301554,0.00291264,0.00014281,509,biweekly_cashoff,False,risk_on,0.75584338,0.00000000,-0.01687868,14,58,110
2026-02-06,-0.01475687,-0.01465841,-0.01475687,0.00013705,510,biweekly_cashoff,False,risk_on,0.66632677,0.00000000,0.00215957,14,60,111
2026-02-20,0.01721610,0.01730875,0.01721610,0.00012705,510,biweekly_cashoff,False,risk_on,0.67924345,0.00000000,-0.02170391,14,62,112
2026-03-06,-0.00846285,-0.00837268,-0.00846285,0.00012578,511,biweekly_cashoff,False,risk_on,0.59892686,0.00000000,-0.00461426,14,70,117
2026-03-20,-0.01491439,-0.01487940,-0.01491439,0.00004839,512,biweekly_cashoff,False,risk_on,1.13813751,0.00000000,-0.01727988,14,41,112
2026-04-02,-0.00294419,-0.00289436,-0.00294419,0.00006789,513,biweekly_cashoff,False,risk_on,1.15927890,0.00000000,-0.02883453,14,40,118
2026-04-17,0.02983337,0.02993237,0.02983337,0.00013450,514,biweekly_cashoff,False,risk_on,1.11386156,0.00000000,-0.01789597,14,36,113
2026-04-30,0.02454957,0.02457843,0.02454957,0.00004037,516,biweekly_cashoff,False,risk_on,1.53469108,0.00000000,-0.00835178,14,43,115
