ts_code,name,weight
01398.HK,工商银行,0.12044838
00939.HK,建设银行,0.11574815
00857.HK,中国石油股份,0.10991864
01288.HK,农业银行,0.08483466
00883.HK,中国海洋石油,0.08431875
03988.HK,中国银行,0.08004175
00005.HK,汇丰控股,0.07848912
01088.HK,中国神华,0.07777470
02628.HK,中国人寿,0.07048374
00016.HK,新鸿基地产,0.06748967
02388.HK,中银香港,0.06667125
01299.HK,友邦保险,0.05727425
