year,annual_return
2017,0.30155451
2018,-0.27342853
2019,0.00565260
2020,0.48916173
2021,-0.23335912
2022,-0.10509703
2023,-0.07815739
2024,-0.20564184
2025,1.05745358
2026,0.10440054
