year,annual_return
2017,0.42002598
2018,-0.05648643
2019,-0.07860232
2020,0.16986771
2021,-0.04797738
2022,-0.14617666
2023,-0.18626646
2024,0.09545097
2025,0.67913747
2026,0.35470653
