date,portfolio_return,gross_return,net_return,trading_cost,eligible_count,candidate_family,market_risk_off,risk_stage,market_momentum,cash_weight_target,cash_after_trade,selected_count,buy_candidate_count,keep_candidate_count,weekly_overlay_trade_count,weekly_overlay_trading_cost,weekly_overlay_avg_one_way_turnover
2017-01-20,0.02956819,0.02986810,0.02956819,0.00029991,326,biweekly_rebalance_aggressive,False,risk_on,0.25561570,0.00000000,0.00000000,4,4,12,0,0.00000000,0.00000000
2017-02-03,0.01045350,0.01104899,0.01045350,0.00061309,326,biweekly_rebalance_aggressive,False,risk_on,0.30952476,0.00000000,0.00000000,4,8,23,0,0.00000000,0.00000000
2017-02-17,0.05058126,0.05101824,0.05058126,0.00045460,326,biweekly_rebalance_aggressive,False,risk_on,0.36262039,0.00000000,0.00000000,4,5,19,0,0.00000000,0.00000000
2017-03-03,0.02478753,0.02540396,0.02478753,0.00067373,326,biweekly_rebalance_aggressive,False,risk_on,0.34770952,0.00000000,0.00000000,4,9,18,0,0.00000000,0.00000000
2017-03-17,0.04742400,0.04792662,0.04742400,0.00056295,325,biweekly_rebalance_aggressive,False,risk_on,0.30727582,0.00000000,0.00000000,4,3,13,0,0.00000000,0.00000000
2017-03-31,-0.03779242,-0.03732445,-0.03779242,0.00054900,326,biweekly_rebalance_aggressive,False,risk_on,0.32205852,0.00000000,0.00000000,4,5,19,0,0.00000000,0.00000000
2017-04-13,0.08192657,0.08237794,0.08192657,0.00050952,326,biweekly_rebalance_aggressive,False,risk_on,0.31998239,0.00000000,0.00000000,3,3,19,0,0.00000000,0.00000000
2017-04-28,-0.04375913,-0.04329789,-0.04375913,0.00056332,326,biweekly_rebalance_aggressive,False,risk_on,0.30971699,0.00000000,0.00000000,4,8,19,0,0.00000000,0.00000000
2017-05-12,-0.02450700,-0.02390393,-0.02450700,0.00070431,326,biweekly_rebalance_aggressive,False,risk_on,0.32400030,0.00000000,0.00000000,4,7,22,0,0.00000000,0.00000000
2017-05-26,0.02813209,0.02873197,0.02813209,0.00068341,326,biweekly_rebalance_aggressive,False,risk_on,0.41133012,0.00000000,0.00000000,4,7,29,0,0.00000000,0.00000000
2017-06-09,-0.00063411,-0.00018287,-0.00063411,0.00052854,326,biweekly_rebalance_aggressive,False,risk_on,0.35541027,0.00000000,0.00000000,4,10,27,0,0.00000000,0.00000000
2017-06-23,-0.01671754,-0.01627609,-0.01671754,0.00051673,329,biweekly_rebalance_aggressive,False,risk_on,0.30390091,0.00000000,0.00000000,4,12,28,0,0.00000000,0.00000000
2017-07-07,0.02425403,0.02455712,0.02425403,0.00034884,329,biweekly_rebalance_aggressive,False,risk_on,0.35142594,0.00000000,0.00761585,4,11,29,0,0.00000000,0.00000000
2017-07-21,0.09903074,0.09948099,0.09903074,0.00053080,329,biweekly_rebalance_aggressive,False,risk_on,0.35244216,0.00000000,-0.01171508,4,13,25,0,0.00000000,0.00000000
2017-08-04,-0.01216849,-0.01157201,-0.01216849,0.00077282,332,biweekly_rebalance_aggressive,False,risk_on,0.30181183,0.00000000,0.00000000,4,9,28,0,0.00000000,0.00000000
2017-08-18,-0.03648150,-0.03587804,-0.03648150,0.00077235,332,biweekly_rebalance_aggressive,False,risk_on,0.31047887,0.00000000,0.00000000,4,9,30,0,0.00000000,0.00000000
2017-09-01,0.03327594,0.03387578,0.03327594,0.00073971,332,biweekly_rebalance_aggressive,False,risk_on,0.30943706,0.00000000,0.00000000,4,6,22,0,0.00000000,0.00000000
2017-09-15,0.01711487,0.01771186,0.01711487,0.00076070,333,biweekly_rebalance_aggressive,False,risk_on,0.30368462,0.00000000,0.00000000,4,12,31,0,0.00000000,0.00000000
2017-09-29,-0.05645852,-0.05585674,-0.05645852,0.00077991,333,biweekly_rebalance_aggressive,False,risk_on,0.26936997,0.00000000,0.00000000,4,13,26,0,0.00000000,0.00000000
2017-10-13,0.04486863,0.04535559,0.04486863,0.00059548,333,biweekly_rebalance_aggressive,False,risk_on,0.31635266,0.00000000,0.00000000,4,4,23,0,0.00000000,0.00000000
2017-10-27,-0.05522587,-0.05462244,-0.05522587,0.00077101,334,biweekly_rebalance_aggressive,False,risk_on,0.32947371,0.00000000,0.00000000,4,5,23,0,0.00000000,0.00000000
2017-11-10,0.09066122,0.09112830,0.09066122,0.00056384,335,biweekly_rebalance_aggressive,False,risk_on,0.33396074,0.00000000,0.00000000,4,6,20,0,0.00000000,0.00000000
2017-11-24,-0.01128225,-0.01082474,-0.01128225,0.00060235,339,biweekly_rebalance_aggressive,False,risk_on,0.38439964,0.00000000,0.00000000,4,9,21,0,0.00000000,0.00000000
2017-12-08,-0.03574122,-0.03515294,-0.03574122,0.00076579,339,biweekly_rebalance_aggressive,False,risk_on,0.35796928,0.00000000,0.00000000,4,7,24,0,0.00000000,0.00000000
2017-12-22,0.10105556,0.10167874,0.10105556,0.00078223,340,biweekly_rebalance_aggressive,False,risk_on,0.38171317,0.00000000,0.00000000,4,4,26,0,0.00000000,0.00000000
2018-01-05,0.15015214,0.15063455,0.15015214,0.00066672,341,biweekly_rebalance_aggressive,False,risk_on,0.45884755,0.00000000,0.00000000,4,11,27,0,0.00000000,0.00000000
2018-01-19,-0.02936849,-0.02905718,-0.02936849,0.00049486,342,biweekly_rebalance_aggressive,False,risk_on,0.36306313,0.00000000,0.00000000,4,8,26,0,0.00000000,0.00000000
