year,annual_return
2017,0.38206892
2018,-0.00645239
2019,0.15212994
2020,0.40853774
2021,-0.27590945
2022,0.01483526
2023,-0.27310991
2024,-0.17755373
2025,0.50863474
2026,-0.08609152
