ts_code,name,weight
00857.HK,中国石油股份,0.09462687
01398.HK,工商银行,0.09133382
02388.HK,中银香港,0.08889196
01088.HK,中国神华,0.08860025
00288.HK,万洲国际,0.08465042
00016.HK,新鸿基地产,0.08397180
01378.HK,中国宏桥,0.08231391
00005.HK,汇丰控股,0.08048098
00939.HK,建设银行,0.07948236
00883.HK,中国海洋石油,0.07824245
03698.HK,徽商银行,0.07802271
01171.HK,兖矿能源,0.06998030
