date,portfolio_return,gross_return,net_return,trading_cost,eligible_count,candidate_family,market_risk_off,risk_stage,market_momentum,cash_weight_target,cash_after_trade,selected_count,buy_candidate_count,keep_candidate_count
2020-12-31,0.00000000,0.00000000,0.00000000,0.00000000,398,monthly_lowvol,False,risk_on,,1.00000000,1.00000000,0,0,88
2021-01-29,-0.00048882,-0.00018891,-0.00048882,0.00029991,402,monthly_lowvol,False,risk_on,,0.00000000,0.00000000,16,25,92
2021-02-26,0.04295543,0.04314630,0.04295543,0.00019078,401,monthly_lowvol,False,risk_on,,0.00000000,-0.00098616,16,29,91
2021-03-31,0.04205354,0.04228610,0.04205354,0.00024243,402,monthly_lowvol,False,risk_on,,0.00000000,-0.00024146,16,50,98
2021-04-30,-0.01712141,-0.01711809,-0.01712141,0.00000360,402,monthly_lowvol,False,risk_on,,0.00000000,0.01176741,16,45,94
2021-05-31,0.02332063,0.02345976,0.02332063,0.00014855,401,monthly_lowvol,False,risk_on,,0.00000000,-0.02793937,16,32,92
2021-06-30,-0.02897428,-0.02888636,-0.02897428,0.00009606,401,monthly_lowvol,False,risk_on,,0.00000000,-0.01121056,16,45,99
2021-07-30,-0.05922656,-0.05920560,-0.05922656,0.00002224,402,monthly_lowvol,False,risk_on,,0.00000000,0.01281297,16,33,100
2021-08-31,0.01275486,0.01286875,0.01275486,0.00011368,403,monthly_lowvol,False,risk_on,,0.00000000,-0.01018604,16,14,95
2021-09-30,0.00582902,0.00589412,0.00582902,0.00006581,405,monthly_lowvol,False,risk_on,,0.00000000,0.00688858,16,34,95
2021-10-29,0.00752624,0.00756629,0.00752624,0.00004072,410,monthly_lowvol,False,risk_on,,0.00000000,-0.01436963,16,24,102
2021-11-30,-0.04956426,-0.04952010,-0.04956426,0.00004524,413,monthly_lowvol,False,risk_on,,0.00000000,0.00087809,16,26,102
2021-12-31,0.01721074,0.01728925,0.01721074,0.00007644,413,monthly_lowvol,False,caution,0.26549297,0.20000000,0.20541797,16,19,92
2022-01-31,0.06790550,0.06794405,0.06790550,0.00003818,420,monthly_lowvol,False,caution,0.17773849,0.20000000,0.22378106,16,48,93
2022-02-28,0.00648949,0.00652144,0.00648949,0.00003378,422,monthly_lowvol,False,caution,0.12946915,0.20000000,0.21000370,16,40,92
2022-03-31,0.01540682,0.01542105,0.01540682,0.00001515,424,monthly_lowvol,False,caution,0.01400553,0.20000000,0.22504663,16,31,90
2022-04-29,-0.03689737,-0.03689425,-0.03689737,0.00000337,425,monthly_lowvol,False,caution,0.02228173,0.20000000,0.21379333,16,26,88
2022-05-31,0.02594286,0.02600674,0.02594286,0.00006650,423,monthly_lowvol,True,risk_off,-0.05217091,0.45000000,0.43538695,16,20,90
2022-06-30,-0.00134632,-0.00133836,-0.00134632,0.00000851,424,monthly_lowvol,True,risk_off,-0.11919756,0.45000000,0.46373499,16,43,92
2022-07-29,-0.00832005,-0.00823176,-0.00832005,0.00009416,429,monthly_lowvol,False,caution,-0.11155543,0.20000000,0.22846992,16,31,93
2022-08-31,-0.00297179,-0.00295011,-0.00297179,0.00002292,432,monthly_lowvol,False,caution,0.02233928,0.20000000,0.22909609,16,22,99
2022-09-30,-0.03496997,-0.03491213,-0.03496997,0.00006099,434,monthly_lowvol,True,risk_off,-0.07366873,0.45000000,0.43233925,16,19,91
2022-10-31,-0.03684222,-0.03683525,-0.03684222,0.00000710,433,monthly_lowvol,True,risk_off,-0.06180289,0.45000000,0.45599623,16,11,100
2022-11-30,0.08099415,0.08100722,0.08099415,0.00001281,435,monthly_lowvol,True,risk_off,-0.17507025,0.45000000,0.45229676,16,5,98
2022-12-30,0.01620873,0.01629418,0.01620873,0.00009053,435,monthly_lowvol,False,caution,-0.23817574,0.20000000,0.21698970,16,60,89
2023-01-31,0.06927759,0.06931705,0.06927759,0.00004248,443,monthly_lowvol,False,caution,-0.03034424,0.20000000,0.17081795,16,36,92
