year,annual_return
2017,0.33916485
2018,-0.12681770
2019,0.13764598
2020,0.53340531
2021,0.05814890
2022,-0.01739830
2023,-0.17477410
2024,-0.26621337
2025,0.60269818
2026,0.02252923
