ts_code,name,weight
00883.HK,中国海洋石油,0.17988340
00857.HK,中国石油股份,0.17925777
02388.HK,中银香港,0.17619976
01171.HK,兖矿能源,0.15856774
02338.HK,潍柴动力,0.15277886
01898.HK,中煤能源,0.14977984
