year,annual_return
2017,0.32851286
2018,-0.16023596
2019,0.07948822
2020,0.56386797
2021,0.05619233
2022,-0.12463205
2023,-0.15191556
2024,-0.07040428
2025,0.40054005
2026,0.16165024
