ts_code,name,weight
01398.HK,工商银行,0.14231251
00939.HK,建设银行,0.13101276
00857.HK,中国石油股份,0.12444332
01288.HK,农业银行,0.10342646
03988.HK,中国银行,0.09193818
00883.HK,中国海洋石油,0.07726792
00005.HK,汇丰控股,0.06180587
01088.HK,中国神华,0.05662506
02318.HK,中国平安,0.04074904
01299.HK,友邦保险,0.03913966
02628.HK,中国人寿,0.03812732
03968.HK,招商银行,0.03792200
00386.HK,中国石油化工股份,0.02641695
02899.HK,紫金矿业,0.02276818
