date,portfolio_return,gross_return,net_return,trading_cost,eligible_count,candidate_family,market_risk_off,risk_stage,market_momentum,cash_weight_target,cash_after_trade,selected_count,buy_candidate_count,keep_candidate_count,weekly_overlay_trade_count,weekly_overlay_trading_cost,weekly_overlay_avg_one_way_turnover
2020-01-10,0.00772457,0.00802448,0.00772457,0.00029991,378,weekly_rebalance_aggressive,False,risk_on,0.21444888,0.00000000,0.00000000,4,6,18,0,0.00000000,0.00000000
2020-01-17,0.03747455,0.03791819,0.03747455,0.00044707,378,weekly_rebalance_aggressive,False,risk_on,0.19861694,0.00000000,0.00000000,4,5,20,0,0.00000000,0.00000000
2020-01-24,-0.01616096,-0.01555139,-0.01616096,0.00063730,379,weekly_rebalance_aggressive,False,risk_on,0.17798276,0.00000000,0.00000000,4,8,24,0,0.00000000,0.00000000
2020-01-31,-0.10123179,-0.10081541,-0.10123179,0.00042828,379,weekly_rebalance_aggressive,False,risk_on,0.17067933,0.00000000,0.00000000,4,6,20,0,0.00000000,0.00000000
2020-02-07,0.14565834,0.14575749,0.14565834,0.00009167,379,weekly_rebalance_aggressive,False,caution,0.16308298,0.10000000,0.09501983,3,0,21,0,0.00000000,0.00000000
2020-02-14,0.01728226,0.01738995,0.01728226,0.00011406,379,weekly_rebalance_aggressive,False,risk_on,0.15925010,0.00000000,-0.00000000,4,8,18,0,0.00000000,0.00000000
2020-02-21,-0.07772412,-0.07725409,-0.07772412,0.00050643,380,weekly_rebalance_aggressive,False,risk_on,0.18161616,0.00000000,0.00000000,4,12,24,0,0.00000000,0.00000000
2020-02-28,-0.05016841,-0.04958291,-0.05016841,0.00058181,380,weekly_rebalance_aggressive,False,risk_on,0.07253910,0.00000000,0.00000000,4,7,23,0,0.00000000,0.00000000
2020-03-06,0.04752211,0.04777751,0.04752211,0.00024106,380,weekly_rebalance_aggressive,False,caution,-0.01009971,0.64000000,0.61325607,1,0,23,0,0.00000000,0.00000000
2020-03-13,-0.11201651,-0.11162453,-0.11201651,0.00038754,380,weekly_rebalance_aggressive,False,risk_on,0.06424956,0.00000000,0.00000000,4,6,18,0,0.00000000,0.00000000
2020-03-20,-0.06766496,-0.06763171,-0.06766496,0.00002920,380,weekly_rebalance_aggressive,False,caution,0.06156585,0.10000000,0.07472779,4,0,23,0,0.00000000,0.00000000
2020-03-27,0.04114382,0.04117869,0.04114382,0.00002854,381,weekly_rebalance_aggressive,False,caution,0.04798086,0.10000000,0.07740023,4,0,23,0,0.00000000,0.00000000
2020-04-03,0.00468703,0.00494776,0.00468703,0.00022220,381,weekly_rebalance_aggressive,True,risk_off,-0.00176644,0.35000000,0.29261758,4,3,26,0,0.00000000,0.00000000
2020-04-09,0.01870049,0.01902466,0.01870049,0.00027755,383,weekly_rebalance_aggressive,True,risk_off,-0.01468857,0.35000000,0.30160329,4,3,23,0,0.00000000,0.00000000
2020-04-17,0.01800114,0.01823105,0.01800114,0.00020053,383,weekly_rebalance_aggressive,True,risk_off,-0.10595073,0.35000000,0.30923860,4,10,27,0,0.00000000,0.00000000
2020-04-24,0.01205881,0.01236042,0.01205881,0.00026781,383,weekly_rebalance_aggressive,True,risk_off,-0.18827057,0.35000000,0.32259911,4,8,26,0,0.00000000,0.00000000
2020-04-29,0.01446767,0.01464883,0.01446767,0.00016280,383,weekly_rebalance_aggressive,True,risk_off,-0.12165329,0.35000000,0.31681311,4,7,22,0,0.00000000,0.00000000
2020-05-08,-0.00639388,-0.00610424,-0.00639388,0.00026404,384,weekly_rebalance_aggressive,True,risk_off,-0.13550872,0.35000000,0.31381718,4,14,31,0,0.00000000,0.00000000
2020-05-15,0.02444661,0.02473804,0.02444661,0.00026398,383,weekly_rebalance_aggressive,True,risk_off,-0.03317956,0.35000000,0.32504290,4,11,28,0,0.00000000,0.00000000
2020-05-22,-0.04749115,-0.04714165,-0.04749115,0.00032431,383,weekly_rebalance_aggressive,False,caution,0.00088907,0.10000000,0.09164941,4,13,24,0,0.00000000,0.00000000
2020-05-29,-0.09869523,-0.09851247,-0.09869523,0.00016154,384,weekly_rebalance_aggressive,False,caution,0.01440552,0.10000000,0.08795310,4,1,24,0,0.00000000,0.00000000
2020-06-05,0.04465574,0.04521115,0.04465574,0.00044246,385,weekly_rebalance_aggressive,False,caution,0.03288048,0.10000000,0.08223087,4,6,27,0,0.00000000,0.00000000
2020-06-12,-0.00823560,-0.00767270,-0.00823560,0.00046846,385,weekly_rebalance_aggressive,False,risk_on,0.04292077,0.00000000,0.00000000,4,11,25,0,0.00000000,0.00000000
2020-06-19,0.02817709,0.02862449,0.02817709,0.00036926,387,weekly_rebalance_aggressive,False,risk_on,0.02010549,0.00000000,0.00000000,4,8,25,0,0.00000000,0.00000000
2020-06-26,0.03464801,0.03507253,0.03464801,0.00036025,389,weekly_rebalance_aggressive,False,caution,-0.04772701,0.10000000,0.08488069,4,16,31,0,0.00000000,0.00000000
2020-07-03,0.06706431,0.06759794,0.06706431,0.00046854,390,weekly_rebalance_aggressive,False,caution,-0.04432075,0.10000000,0.08664267,4,12,26,0,0.00000000,0.00000000
2020-07-10,0.16749747,0.16792803,0.16749747,0.00040338,390,weekly_rebalance_aggressive,False,risk_on,0.00752124,0.00000000,0.00000000,4,11,29,0,0.00000000,0.00000000
2020-07-17,-0.22772298,-0.22742539,-0.22772298,0.00032551,390,weekly_rebalance_aggressive,False,risk_on,0.01727021,0.00000000,0.00000000,4,11,27,0,0.00000000,0.00000000
2020-07-24,0.08437786,0.08499224,0.08437786,0.00051899,389,weekly_rebalance_aggressive,False,risk_on,0.03603117,0.00000000,0.00000000,4,6,27,0,0.00000000,0.00000000
2020-07-31,-0.03219194,-0.03176248,-0.03219194,0.00039339,390,weekly_rebalance_aggressive,False,risk_on,0.03848460,0.00000000,0.00000000,3,3,23,0,0.00000000,0.00000000
2020-08-07,-0.01387912,-0.01327859,-0.01387912,0.00053239,390,weekly_rebalance_aggressive,False,risk_on,0.14602399,0.00000000,0.00000000,4,6,27,0,0.00000000,0.00000000
2020-08-14,-0.06494420,-0.06436362,-0.06494420,0.00050755,390,weekly_rebalance_aggressive,False,risk_on,0.25048651,0.00000000,0.00000000,4,9,19,0,0.00000000,0.00000000
2020-08-21,0.01278215,0.01323648,0.01278215,0.00037140,390,weekly_rebalance_aggressive,False,risk_on,0.22718427,0.00000000,0.00000000,4,6,18,0,0.00000000,0.00000000
2020-08-28,0.13357637,0.13407704,0.13357637,0.00041451,390,weekly_rebalance_aggressive,False,risk_on,0.18737724,0.00000000,0.00000000,4,6,17,0,0.00000000,0.00000000
2020-09-04,-0.01962055,-0.01931028,-0.01962055,0.00029118,390,weekly_rebalance_aggressive,False,risk_on,0.22292608,0.00000000,0.00000000,4,10,25,0,0.00000000,0.00000000
2020-09-11,-0.02814161,-0.02768117,-0.02814161,0.00042364,390,weekly_rebalance_aggressive,False,risk_on,0.21043762,0.00000000,0.00000000,4,3,18,0,0.00000000,0.00000000
2020-09-18,0.07247259,0.07283277,0.07247259,0.00032207,390,weekly_rebalance_aggressive,False,risk_on,0.18325583,0.00000000,-0.00231227,4,3,17,0,0.00000000,0.00000000
2020-09-25,-0.08269466,-0.08226453,-0.08269466,0.00041249,389,weekly_rebalance_aggressive,False,risk_on,0.21551197,0.00000000,0.00000000,4,9,24,0,0.00000000,0.00000000
2020-09-30,0.14640296,0.14642834,0.14640296,0.00002233,390,weekly_rebalance_aggressive,False,risk_on,0.25409560,0.00000000,-0.00000000,4,0,18,0,0.00000000,0.00000000
2020-10-09,0.10058986,0.10089329,0.10058986,0.00030600,390,weekly_rebalance_aggressive,False,risk_on,0.24123899,0.00000000,-0.00000000,4,7,18,0,0.00000000,0.00000000
2020-10-16,-0.04557142,-0.04509871,-0.04557142,0.00052467,391,weekly_rebalance_aggressive,False,risk_on,0.20043481,0.00000000,0.00000000,4,9,23,0,0.00000000,0.00000000
2020-10-23,-0.00535427,-0.00476232,-0.00535427,0.00062707,392,weekly_rebalance_aggressive,False,risk_on,0.21781977,0.00000000,0.00000000,4,6,20,0,0.00000000,0.00000000
2020-10-30,-0.03045392,-0.03001022,-0.03045392,0.00046750,392,weekly_rebalance_aggressive,False,risk_on,0.14419969,0.00000000,0.00000000,4,4,19,0,0.00000000,0.00000000
2020-11-06,0.12967329,0.13010338,0.12967329,0.00043936,394,weekly_rebalance_aggressive,False,risk_on,0.15008477,0.00000000,0.00230003,4,4,22,0,0.00000000,0.00000000
2020-11-13,0.00520262,0.00550940,0.00520262,0.00035403,394,weekly_rebalance_aggressive,False,risk_on,0.15943643,0.00000000,-0.00000000,4,8,21,0,0.00000000,0.00000000
2020-11-20,0.02348700,0.02410989,0.02348700,0.00072258,396,weekly_rebalance_aggressive,False,risk_on,0.21679273,0.00000000,0.00000000,4,7,21,0,0.00000000,0.00000000
2020-11-27,-0.01907280,-0.01846157,-0.01907280,0.00072570,396,weekly_rebalance_aggressive,False,risk_on,0.21285626,0.00000000,0.00000000,4,9,25,0,0.00000000,0.00000000
2020-12-04,0.06258734,0.06317447,0.06258734,0.00068379,397,weekly_rebalance_aggressive,False,risk_on,0.18257764,0.00000000,0.00000000,4,5,27,0,0.00000000,0.00000000
2020-12-11,0.01050901,0.01109751,0.01050901,0.00072828,398,weekly_rebalance_aggressive,False,risk_on,0.23593336,0.00000000,0.00000000,4,6,24,0,0.00000000,0.00000000
2020-12-18,0.03872272,0.03918729,0.03872272,0.00058096,398,weekly_rebalance_aggressive,False,risk_on,0.23014556,0.00000000,0.00000000,4,7,22,0,0.00000000,0.00000000
2020-12-24,0.04147429,0.04207803,0.04147429,0.00078423,400,weekly_rebalance_aggressive,False,risk_on,0.25780044,0.00000000,0.00000000,4,14,29,0,0.00000000,0.00000000
2020-12-31,0.08759136,0.08807906,0.08759136,0.00065977,401,weekly_rebalance_aggressive,False,risk_on,0.25539199,0.00000000,0.00000000,4,13,28,0,0.00000000,0.00000000
2021-01-08,0.18706200,0.18769971,0.18706200,0.00093828,402,weekly_rebalance_aggressive,False,risk_on,0.23681602,0.00000000,0.00000000,4,12,27,0,0.00000000,0.00000000
2021-01-15,-0.08338520,-0.08310222,-0.08338520,0.00049425,402,weekly_rebalance_aggressive,False,risk_on,0.21469087,0.00000000,0.00838645,4,14,30,0,0.00000000,0.00000000
2021-01-22,0.00444601,0.00506548,0.00444601,0.00099174,402,weekly_rebalance_aggressive,False,risk_on,0.21390192,0.00000000,0.00000000,4,7,31,0,0.00000000,0.00000000
2021-01-29,-0.10363715,-0.10316359,-0.10363715,0.00076150,402,weekly_rebalance_aggressive,False,risk_on,0.26701779,0.00000000,0.00000000,4,11,27,0,0.00000000,0.00000000
2021-02-05,0.03954542,0.03959802,0.03954542,0.00007583,401,weekly_rebalance_aggressive,False,risk_on,0.40483685,0.00000000,0.01639644,4,0,24,0,0.00000000,0.00000000
2021-02-11,0.05290577,0.05351918,0.05290577,0.00091912,400,weekly_rebalance_aggressive,False,risk_on,0.38676574,0.00000000,0.00000000,4,10,25,0,0.00000000,0.00000000
2021-02-19,-0.09514530,-0.09453275,-0.09514530,0.00096640,402,weekly_rebalance_aggressive,False,risk_on,0.37972645,0.00000000,0.00000000,4,10,25,0,0.00000000,0.00000000
2021-02-26,-0.22489010,-0.22435436,-0.22489010,0.00076480,402,weekly_rebalance_aggressive,False,risk_on,0.44261156,0.00000000,0.00000000,4,7,18,0,0.00000000,0.00000000
2021-03-05,-0.03288781,-0.03269293,-0.03288781,0.00021564,402,weekly_rebalance_aggressive,False,risk_on,0.44338539,0.20000000,0.22671367,2,0,17,0,0.00000000,0.00000000
2021-03-12,0.04662940,0.04691036,0.04662940,0.00030066,402,weekly_rebalance_aggressive,False,risk_on,0.47101474,0.00000000,-0.00000000,4,2,14,0,0.00000000,0.00000000
2021-03-19,-0.03216372,-0.03171476,-0.03216372,0.00050285,402,weekly_rebalance_aggressive,False,risk_on,0.69673661,0.00000000,0.00000000,4,4,16,0,0.00000000,0.00000000
2021-03-26,-0.03447306,-0.03427718,-0.03447306,0.00021233,402,weekly_rebalance_aggressive,False,risk_on,0.93070031,0.00000000,0.00000000,4,3,17,0,0.00000000,0.00000000
2021-04-01,0.00792592,0.00853615,0.00792592,0.00063869,403,weekly_rebalance_aggressive,False,risk_on,0.75016370,0.00000000,0.00000000,4,4,18,0,0.00000000,0.00000000
