ts_code,name,weight
01888.HK,建滔积层板,0.17889787
00522.HK,ASMPT,0.15649935
00148.HK,建滔集团,0.14205012
03698.HK,徽商银行,0.13104179
06869.HK,长飞光纤光缆,0.10715743
01729.HK,汇聚科技,0.10695021
02057.HK,中通快递-W,0.10076042
01072.HK,东方电气,0.08891073
